segment_name,confidence_assessment,pydub_avg_loudness_dBFS,pydub_silence_%,librosa_avg_RMS,librosa_silence_%,librosa_avg_pitch_Hz,WebRTC_VAD_speech_%,WebRTC_VAD_silence_%,parselmouth_mean_pitch_Hz,parselmouth_jitter,parselmouth_shimmer,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise,openface_dominant_emotion_approx,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad,mediapipe_left_hand_variability,mediapipe_right_hand_variability,mediapipe_avg_hand_movement_amplitude,mediapipe_valid_frames_analyzed,mediapipe_total_frames,mediapipe_coverage_%,wpm
hJnEQCMA5Sg_seg019,2.0,-25.78,24.18,0.092299997806549,14.43,1577.6099853515625,88.61,11.39,201.47,0.0265,0.1194,0.01032,7e-05,0.03076,6e-05,25.0,sad,0.0,0.0,4.0,28.0,32.0,36.0,0.0,happy,0.515,0.176,0.017,0.06,0.144,0.448,0.105,0.073,0.704,0.208,0.196,0.648,0.126,0.174,0.797,0.626,0.266,0.704,0.691,0.017,0.196,0.02067,0.00826,0.12445,445.0,733.0,60.7,190.45
hJnEQCMA5Sg_seg020,3.0,-26.63,23.59,0.0794999971985817,15.5,1664.8699951171875,88.91,11.09,197.36,0.0264,0.1155,0.0117,6e-05,0.02959,3e-05,24.0,sad,8.3,0.0,16.7,12.5,29.2,33.3,0.0,happy,0.325,0.132,0.068,0.078,0.355,0.961,0.19,0.147,0.937,0.154,0.208,0.662,0.16,0.242,0.912,0.725,0.405,0.937,0.457,0.068,0.208,0.00987,0.00172,0.23382,43.0,720.0,6.0,171.83
IcaDZK1Njb0_seg000,3.0,-26.82,20.06,0.0869999974966049,15.93,1538.77001953125,90.86,9.14,281.71,0.0194,0.0722,0.007,6e-05,0.01605,1e-05,32.0,sad,0.0,0.0,12.5,6.2,15.6,65.6,0.0,angry,0.157,0.07,1.047,0.051,0.083,0.607,0.06,0.259,0.108,0.045,0.113,0.612,0.085,0.199,0.372,0.561,0.139,0.108,0.227,1.047,0.113,0.0188,0.01569,0.21234,478.0,955.0,50.1,96.08
IcaDZK1Njb0_seg001,2.0,-26.21,19.58,0.0892999991774559,14.17,1536.7099609375,89.78,10.22,274.12,0.021,0.0721,0.01296,0.00011,0.02633,9e-05,34.0,sad,0.0,0.0,38.2,5.9,5.9,50.0,0.0,angry,0.526,0.335,1.484,0.091,0.136,0.956,0.134,0.532,0.182,0.076,0.154,0.81,0.132,0.382,0.478,0.783,0.202,0.182,0.861,1.484,0.154,0.02042,0.01985,0.34621,435.0,995.0,43.7,92.22
IcaDZK1Njb0_seg002,3.0,-25.58,18.08,0.0877000018954277,11.7,1588.5899658203125,93.41,6.59,270.55,0.0221,0.0722,0.00865,4e-05,0.02036,2e-05,37.0,sad,0.0,0.0,24.3,0.0,35.1,40.5,0.0,angry,0.272,0.138,1.395,0.201,0.144,0.789,0.113,0.57,0.197,0.2,0.262,1.028,0.194,0.29,0.621,0.906,0.233,0.197,0.41,1.395,0.262,0.03042,0.02126,0.33999,669.0,1093.0,61.2,107.05
IcaDZK1Njb0_seg003,2.0,-26.43,18.88,0.0873999968171119,12.05,1575.1800537109375,92.1,7.9,288.87,0.021,0.0689,0.01381,0.00013,0.02823,0.0001,34.0,sad,5.9,0.0,35.3,2.9,5.9,50.0,0.0,angry,0.5,0.248,1.979,0.075,0.134,1.181,0.142,0.756,0.212,0.074,0.187,0.834,0.2,0.56,0.687,0.788,0.271,0.212,0.748,1.979,0.187,0.0032,0.00291,0.414,474.0,1014.0,46.7,97.6
IcaDZK1Njb0_seg004,1.0,-26.66,21.75,0.0868000015616417,14.43,1512.9599609375,90.72,9.28,275.29,0.0209,0.0713,0.01047,8e-05,0.02655,0.00012,31.0,fear,6.5,0.0,38.7,6.5,19.4,29.0,0.0,angry,0.365,0.33,1.603,0.065,0.046,0.804,0.166,0.479,0.189,0.058,0.29,0.82,0.162,0.368,0.611,0.762,0.202,0.189,0.694,1.603,0.29,0.02299,0.01513,0.20424,680.0,921.0,73.8,66.38
IcaDZK1Njb0_seg005,1.0,-26.52,21.43,0.0856999978423118,12.53,1577.9599609375,93.28,6.72,267.13,0.0211,0.0719,0.00916,6e-05,0.02282,3e-05,33.0,sad,0.0,0.0,24.2,21.2,9.1,36.4,9.1,angry,0.27,0.141,1.371,0.064,0.074,0.63,0.111,0.336,0.131,0.045,0.18,0.711,0.145,0.378,0.41,0.68,0.23,0.131,0.41,1.371,0.18,0.02114,0.0201,0.42125,710.0,964.0,73.7,76.54
IcaDZK1Njb0_seg006,3.0,-28.32,23.89,0.0776999965310096,17.25,1618.3299560546875,90.14,9.86,278.67,0.0216,0.0716,0.013,0.00016,0.02506,9e-05,32.0,sad,0.0,0.0,15.6,6.2,15.6,62.5,0.0,angry,0.56,0.37,2.159,0.07,0.164,1.276,0.155,0.609,0.22,0.106,0.222,1.086,0.167,0.53,0.685,0.831,0.289,0.22,0.93,2.159,0.222,0.0046,0.00595,0.42389,315.0,940.0,33.5,86.12
IcaDZK1Njb0_seg007,2.0,-27.65,21.52,0.0829000025987625,16.29,1543.02001953125,87.83,12.17,271.81,0.0231,0.0752,0.00938,4e-05,0.01945,1e-05,32.0,sad,0.0,0.0,28.1,3.1,12.5,56.2,0.0,angry,0.159,0.119,1.17,0.044,0.037,0.801,0.104,0.274,0.109,0.023,0.195,0.762,0.146,0.234,0.503,0.567,0.213,0.109,0.278,1.17,0.195,0.02044,0.01372,0.19544,753.0,946.0,79.6,79.85
IcaDZK1Njb0_seg008,3.0,-26.79,21.12,0.0793000012636184,12.23,1526.8399658203125,93.46,6.54,274.88,0.0244,0.0745,0.01231,0.00014,0.02722,9e-05,31.0,sad,0.0,0.0,9.7,16.1,6.5,67.7,0.0,angry,0.589,0.363,1.903,0.105,0.122,1.013,0.12,0.462,0.249,0.168,0.236,1.078,0.181,0.328,0.688,0.845,0.226,0.249,0.952,1.903,0.236,0.00384,0.00206,0.40919,285.0,908.0,31.4,95.14
IcaDZK1Njb0_seg009,2.0,-26.31,19.61,0.0857999995350837,12.33,1580.760009765625,91.08,8.92,272.07,0.0215,0.071,0.00729,4e-05,0.01881,2e-05,31.0,sad,3.2,0.0,32.3,9.7,16.1,38.7,0.0,angry,0.282,0.132,2.107,0.066,0.138,1.246,0.104,0.466,0.114,0.058,0.185,1.087,0.172,0.271,0.62,0.814,0.199,0.114,0.414,2.107,0.185,0.02139,0.01809,0.29144,880.0,918.0,95.9,88.24
IcaDZK1Njb0_seg010,2.0,-27.06,21.41,0.0841000005602836,15.32,1497.469970703125,90.45,9.55,260.96,0.0218,0.0754,0.01108,0.00013,0.02767,8e-05,33.0,sad,0.0,0.0,9.1,18.2,15.2,57.6,0.0,angry,0.432,0.282,1.834,0.055,0.087,0.897,0.15,0.427,0.125,0.1,0.221,1.015,0.199,0.569,0.737,1.223,0.346,0.125,0.714,1.834,0.221,0.00229,0.00252,0.409,351.0,980.0,35.8,88.15
IcaDZK1Njb0_seg011,1.0,-27.19,22.37,0.0797000005841255,13.76,1589.8199462890625,91.96,8.04,285.32,0.0212,0.0727,0.01101,0.00011,0.02723,0.0001,39.0,sad,2.6,0.0,17.9,7.7,12.8,59.0,0.0,angry,0.484,0.306,1.784,0.074,0.057,0.907,0.16,0.43,0.154,0.059,0.219,1.145,0.164,0.447,0.659,0.901,0.249,0.154,0.791,1.784,0.219,0.01909,0.01382,0.35094,590.0,1164.0,50.7,75.75
IcaDZK1Njb0_seg012,2.0,-28.34,23.83,0.0798999965190887,17.06,1494.81005859375,88.4,11.6,277.8,0.023,0.0784,0.00716,5e-05,0.01963,1e-05,39.0,neutral,5.1,0.0,17.9,2.6,38.5,35.9,0.0,angry,0.369,0.068,1.715,0.08,0.221,1.411,0.145,0.645,0.31,0.473,0.179,1.425,0.181,0.639,0.85,0.795,0.484,0.31,0.437,1.715,0.179,0.02049,0.01447,0.31508,1039.0,1155.0,90.0,82.55
IcaDZK1Njb0_seg013,2.0,-26.19,21.73,0.0869999974966049,12.49,1578.5799560546875,93.66,6.34,272.5,0.0197,0.0739,0.00469,3e-05,0.01908,0.0,32.0,sad,9.4,0.0,15.6,0.0,28.1,46.9,0.0,angry,0.16,0.064,1.224,0.062,0.104,0.716,0.152,0.392,0.224,0.304,0.185,1.144,0.099,0.271,0.574,0.534,0.392,0.224,0.224,1.224,0.185,0.01508,0.01048,0.1577,877.0,936.0,93.7,90.3
IcaDZK1Njb0_seg014,2.0,-24.29,15.56,0.0888999998569488,7.96,1649.5,95.23,4.77,278.72,0.0215,0.0735,0.00988,6e-05,0.01984,1e-05,32.0,sad,0.0,0.0,25.0,12.5,15.6,46.9,0.0,angry,0.298,0.145,1.416,0.069,0.167,1.005,0.117,0.403,0.314,0.133,0.221,1.126,0.146,0.266,0.672,0.79,0.235,0.314,0.443,1.416,0.221,0.0228,0.01582,0.21195,840.0,944.0,89.0,93.39
IcaDZK1Njb0_seg015,3.0,-26.77,20.9,0.0808999985456466,13.9,1567.0699462890625,90.92,9.08,267.75,0.0219,0.0725,0.01655,0.00015,0.03138,0.0001,32.0,sad,3.1,0.0,25.0,6.2,6.2,59.4,0.0,angry,0.473,0.165,2.049,0.057,0.093,0.924,0.171,0.636,0.198,0.068,0.22,1.046,0.14,0.314,0.652,0.817,0.269,0.198,0.638,2.049,0.22,0.00376,0.00587,0.40375,236.0,931.0,25.3,92.72
IcaDZK1Njb0_seg016,3.0,-27.1,21.63,0.0812000036239624,13.8,1538.81005859375,91.98,8.02,265.58,0.0196,0.0667,0.01162,0.00011,0.01882,1e-05,32.0,neutral,0.0,0.0,9.4,15.6,37.5,37.5,0.0,sad,0.199,0.074,1.123,0.053,0.398,0.699,0.216,0.273,0.086,0.074,1.795,1.694,0.724,0.218,0.985,0.823,0.248,0.086,0.273,1.123,1.795,0.02567,0.01505,0.28353,542.0,954.0,56.8,107.51
IcaDZK1Njb0_seg018,4.0,-25.32,19.65,0.0882000029087066,10.38,1607.739990234375,94.18,5.82,283.22,0.0225,0.0763,0.01103,0.00011,0.02072,1e-05,35.0,sad,2.9,0.0,11.4,8.6,28.6,48.6,0.0,angry,0.424,0.228,1.283,0.076,0.177,1.002,0.093,0.634,0.321,0.187,0.301,0.871,0.182,0.439,0.558,0.71,0.22,0.321,0.653,1.283,0.301,0.01711,0.01652,0.17636,965.0,1036.0,93.1,65.97
IcaDZK1Njb0_seg019,3.0,-26.09,18.81,0.0832000002264976,13.19,1504.800048828125,91.92,8.08,278.14,0.0228,0.0701,0.01429,0.00014,0.02656,9e-05,34.0,sad,0.0,0.0,20.6,2.9,2.9,73.5,0.0,angry,0.42,0.265,1.659,0.087,0.165,0.893,0.212,0.664,0.169,0.151,0.265,0.852,0.193,0.406,0.689,0.833,0.29,0.169,0.685,1.659,0.265,0.00377,0.00886,0.4076,373.0,1003.0,37.2,82.54
IcaDZK1Njb0_seg020,3.0,-27.92,21.91,0.0766000002622604,14.73,1532.9100341796875,90.29,9.71,265.12,0.023,0.0733,0.01132,7e-05,0.02149,2e-05,36.0,sad,0.0,0.0,22.2,11.1,8.3,58.3,0.0,angry,0.256,0.12,1.479,0.048,0.094,0.845,0.096,0.52,0.14,0.063,0.164,0.843,0.198,0.309,0.577,0.709,0.217,0.14,0.376,1.479,0.164,0.0293,0.021,0.28509,731.0,1066.0,68.6,81.04
IcaDZK1Njb0_seg021,2.0,-28.24,21.62,0.0776999965310096,16.5,1499.5400390625,89.79,10.21,259.34,0.0215,0.0724,0.01382,0.00015,0.02732,8e-05,34.0,sad,0.0,0.0,35.3,5.9,5.9,50.0,2.9,angry,0.286,0.128,2.095,0.075,0.237,1.216,0.152,0.711,0.203,0.117,0.208,1.029,0.179,0.36,0.65,0.878,0.307,0.203,0.414,2.095,0.208,0.01883,0.01663,0.35138,489.0,996.0,49.1,86.72
Ie9cACQnqew_seg000,3.0,-31.71,33.84,0.0728000029921531,28.81,1535.22998046875,77.84,22.16,263.12,0.0185,0.0919,0.0116,4e-05,0.01701,1e-05,28.0,sad,0.0,0.0,0.0,32.1,32.1,35.7,0.0,happy,0.248,0.117,0.252,0.078,0.24,0.323,0.066,0.393,0.796,0.45,0.321,0.542,0.139,0.133,0.52,0.555,0.249,0.796,0.365,0.252,0.321,0.02034,0.05324,0.26606,700.0,826.0,84.7,72.64
Ie9cACQnqew_seg001,3.0,-29.89,27.73,0.0768999978899955,22.89,1499.030029296875,79.66,20.34,250.46,0.0188,0.0961,0.00968,4e-05,0.01692,1e-05,32.0,sad,0.0,0.0,6.2,6.2,37.5,46.9,3.1,surprised,0.281,0.108,0.325,0.077,0.075,0.298,0.081,0.32,0.282,0.132,0.176,0.559,0.217,0.202,0.436,0.497,0.195,0.282,0.388,0.325,0.176,0.01911,0.02968,0.22696,905.0,937.0,96.6,99.25
Ie9cACQnqew_seg003,1.0,-34.4,37.8,0.0632999986410141,31.14,1447.969970703125,73.19,26.81,250.58,0.0193,0.087,0.00699,1e-05,0.01326,1e-05,28.0,neutral,0.0,0.0,10.7,3.6,53.6,32.1,0.0,happy,0.281,0.14,0.057,0.08,0.255,0.314,0.059,0.324,0.803,0.302,0.137,0.526,0.114,0.252,0.433,0.666,0.187,0.803,0.421,0.057,0.137,0.01253,0.01387,0.19062,820.0,820.0,100.0,65.85
Ie9cACQnqew_seg004,2.0,-34.45,37.96,0.062399998307228,31.72,1471.1800537109375,74.47,25.53,245.85,0.0207,0.0931,0.00631,1e-05,0.01268,1e-05,32.0,sad,0.0,0.0,3.1,21.9,31.2,43.8,0.0,happy,0.171,0.112,0.025,0.057,0.254,0.196,0.046,0.347,0.474,0.178,0.13,0.589,0.196,0.43,0.509,0.345,0.325,0.474,0.283,0.025,0.13,0.0019,0.00208,0.26805,674.0,955.0,70.6,67.54
Ie9cACQnqew_seg005,3.0,-28.58,24.5,0.0781000033020973,17.71,1393.0999755859375,86.77,13.23,251.95,0.0174,0.0885,0.01026,5e-05,0.01745,0.0,26.0,sad,0.0,0.0,11.5,3.8,26.9,57.7,0.0,surprised,0.273,0.146,0.189,0.097,0.048,0.134,0.067,0.27,0.221,0.167,0.306,0.382,0.212,0.183,0.583,0.456,0.195,0.221,0.419,0.189,0.306,0.02627,0.03931,0.26908,751.0,753.0,99.7,73.61
Ie9cACQnqew_seg006,2.0,-30.1,29.97,0.0742999985814094,21.08,1479.699951171875,82.87,17.13,250.34,0.0175,0.0878,0.00984,5e-05,0.01722,1e-05,29.0,sad,3.4,0.0,20.7,6.9,27.6,41.4,0.0,happy,0.334,0.152,0.185,0.135,0.25,0.433,0.08,0.25,0.589,0.145,0.293,0.459,0.184,0.199,0.529,0.609,0.161,0.589,0.486,0.185,0.293,0.0201,0.02208,0.18003,840.0,841.0,99.9,64.21
Ie9cACQnqew_seg007,4.0,-30.61,28.97,0.0716999992728233,23.73,1413.8199462890625,81.27,18.73,242.96,0.0204,0.0992,0.00777,3e-05,0.01399,1e-05,27.0,sad,0.0,0.0,3.7,0.0,40.7,55.6,0.0,surprised,0.386,0.15,0.465,0.093,0.064,0.118,0.069,0.269,0.43,0.121,0.394,0.451,0.21,0.164,0.552,0.459,0.219,0.43,0.536,0.465,0.394,0.01124,0.00837,0.2828,795.0,801.0,99.3,69.29
Ie9cACQnqew_seg008,3.0,-28.66,24.28,0.0800999999046325,18.88,1434.9100341796875,83.42,16.58,258.85,0.0177,0.0851,0.00997,4e-05,0.01529,1e-05,29.0,sad,0.0,0.0,10.3,6.9,24.1,58.6,0.0,happy,0.236,0.127,0.392,0.07,0.095,0.222,0.06,0.355,0.429,0.084,0.285,0.569,0.165,0.238,0.563,0.493,0.266,0.429,0.363,0.392,0.285,0.01745,0.02428,0.28702,826.0,864.0,95.6,59.03
Ie9cACQnqew_seg009,3.0,-27.58,22.95,0.0816000029444694,17.26,1387.6500244140625,87.1,12.9,249.43,0.0172,0.0838,0.01031,4e-05,0.01713,2e-05,31.0,sad,3.2,0.0,6.5,25.8,29.0,35.5,0.0,happy,0.518,0.196,0.473,0.11,0.343,0.24,0.079,0.572,1.061,0.481,0.402,0.678,0.23,0.282,0.583,0.667,0.265,1.061,0.715,0.473,0.402,0.01945,0.02134,0.34861,861.0,912.0,94.4,78.86
Ie9cACQnqew_seg010,4.0,-26.21,17.86,0.0834000036120414,12.12,1583.1300048828125,89.28,10.72,239.03,0.0285,0.1021,0.00724,1e-05,0.01253,0.0,31.0,neutral,6.5,0.0,3.2,22.6,48.4,19.4,0.0,happy,0.209,0.122,0.128,0.074,0.371,0.592,0.065,0.383,0.95,0.3,0.285,0.498,0.144,0.161,0.485,0.533,0.203,0.95,0.331,0.128,0.285,0.01175,0.01498,0.19456,784.0,909.0,86.2,67.58
Ie9cACQnqew_seg011,3.0,-26.18,19.27,0.0851000025868415,14.55,1450.780029296875,91.42,8.58,251.07,0.0176,0.0871,0.01074,4e-05,0.0184,1e-05,26.0,sad,0.0,0.0,3.8,15.4,26.9,46.2,7.7,happy,0.328,0.147,0.482,0.082,0.241,0.279,0.105,0.435,0.736,0.321,0.483,0.628,0.294,0.178,0.659,0.629,0.244,0.736,0.474,0.482,0.483,0.02959,0.03246,0.26951,704.0,752.0,93.6,93.75
Ie9cACQnqew_seg012,3.0,-31.43,33.88,0.0701000019907951,26.65,1363.0400390625,80.99,19.01,227.16,0.0177,0.0937,0.00736,2e-05,0.01637,1e-05,26.0,sad,0.0,0.0,15.4,3.8,34.6,46.2,0.0,angry,0.277,0.173,0.544,0.071,0.13,0.233,0.107,0.421,0.44,0.232,0.384,0.518,0.182,0.257,0.65,0.463,0.269,0.44,0.449,0.544,0.384,0.01432,0.03803,0.40964,594.0,757.0,78.5,67.28
Ie9cACQnqew_seg013,3.0,-35.97,42.94,0.0568999983370304,35.19,1385.52001953125,69.86,30.14,225.68,0.0195,0.0962,0.00645,2e-05,0.01459,1e-05,28.0,sad,3.6,0.0,3.6,3.6,17.9,71.4,0.0,angry,0.269,0.184,0.519,0.078,0.075,0.114,0.085,0.377,0.381,0.13,0.267,0.489,0.163,0.195,0.674,0.486,0.32,0.381,0.453,0.519,0.267,0.0088,0.01078,0.37028,793.0,814.0,97.4,81.08
Ie9cACQnqew_seg014,4.0,-35.1,38.75,0.0582999996840953,33.31,1407.2900390625,72.09,27.91,223.6,0.0197,0.0986,0.00872,3e-05,0.01793,1e-05,27.0,sad,0.0,0.0,18.5,11.1,33.3,37.0,0.0,surprised,0.294,0.139,0.416,0.086,0.036,0.174,0.095,0.196,0.129,0.065,0.166,0.428,0.205,0.152,0.482,0.423,0.235,0.129,0.433,0.416,0.166,0.02713,0.02626,0.24979,795.0,797.0,99.7,60.15
Ie9cACQnqew_seg015,4.0,-29.94,26.36,0.0727000012993812,21.79,1434.3199462890625,82.53,17.47,246.6,0.0192,0.0934,0.00938,4e-05,0.0175,1e-05,31.0,sad,0.0,0.0,19.4,6.5,32.3,41.9,0.0,angry,0.259,0.188,0.514,0.07,0.022,0.035,0.114,0.328,0.195,0.077,0.419,0.524,0.258,0.16,0.702,0.45,0.278,0.195,0.446,0.514,0.419,0.00873,0.0078,0.38515,798.0,918.0,86.9,94.67
Ie9cACQnqew_seg016,4.0,-32.46,33.05,0.0668999999761581,28.19,1398.030029296875,77.5,22.5,225.68,0.0205,0.0965,0.01117,4e-05,0.01689,1e-05,30.0,fear,0.0,0.0,40.0,20.0,6.7,33.3,0.0,happy,0.193,0.187,0.38,0.069,0.162,0.082,0.054,0.355,0.588,0.261,0.357,0.45,0.169,0.189,0.488,0.443,0.258,0.588,0.379,0.38,0.357,0.01002,0.01056,0.37059,597.0,877.0,68.1,82.1
Ie9cACQnqew_seg017,3.0,-28.05,24.05,0.0769999995827674,17.96,1396.02001953125,87.46,12.54,241.01,0.0182,0.0834,0.00901,3e-05,0.01796,1e-05,27.0,neutral,3.7,0.0,0.0,7.4,48.1,40.7,0.0,surprised,0.458,0.249,0.532,0.093,0.13,0.357,0.145,0.408,0.458,0.25,0.536,0.813,0.29,0.146,0.651,0.606,0.162,0.458,0.707,0.532,0.536,0.02701,0.02652,0.27277,718.0,790.0,90.9,94.94
Ie9cACQnqew_seg018,2.0,-31.59,34.41,0.0706000030040741,26.89,1399.43994140625,78.17,21.83,255.16,0.0189,0.0967,0.01242,4e-05,0.01896,1e-05,31.0,neutral,0.0,0.0,6.5,12.9,45.2,32.3,3.2,happy,0.176,0.093,0.031,0.07,0.151,0.3,0.075,0.157,0.448,0.204,0.109,0.371,0.112,0.072,0.362,0.409,0.132,0.448,0.269,0.031,0.109,0.01763,0.01798,0.16161,719.0,928.0,77.5,67.89
Ie9cACQnqew_seg019,3.0,-27.34,23.21,0.0790999978780746,15.81,1469.1600341796875,89.93,10.07,252.41,0.0178,0.093,0.01006,4e-05,0.01584,1e-05,30.0,sad,0.0,0.0,6.7,6.7,23.3,63.3,0.0,happy,0.193,0.205,0.381,0.039,0.431,0.169,0.082,0.514,0.638,0.414,0.28,0.945,0.235,0.39,0.593,0.59,0.285,0.638,0.398,0.381,0.28,0.0127,0.01301,0.37884,530.0,871.0,60.8,87.73
Ie9cACQnqew_seg020,3.0,-32.86,33.84,0.0685999989509582,29.59,1434.469970703125,74.63,25.37,239.21,0.0205,0.1007,0.00885,3e-05,0.017,1e-05,28.0,sad,0.0,0.0,39.3,0.0,21.4,39.3,0.0,angry,0.228,0.084,0.338,0.042,0.026,0.195,0.071,0.263,0.107,0.058,0.213,0.37,0.138,0.161,0.404,0.458,0.129,0.107,0.312,0.338,0.213,0.02195,0.02964,0.23681,660.0,818.0,80.7,91.58
Ie9cACQnqew_seg021,3.0,-27.56,19.55,0.0820999965071678,17.06,1480.6800537109375,85.65,14.35,243.65,0.0193,0.1021,0.01092,5e-05,0.01979,1e-05,26.0,sad,0.0,0.0,7.7,15.4,30.8,46.2,0.0,surprised,0.321,0.175,0.46,0.081,0.166,0.27,0.088,0.285,0.463,0.205,0.351,0.578,0.174,0.217,0.676,0.508,0.224,0.463,0.496,0.46,0.351,0.0353,0.04457,0.27836,573.0,779.0,73.6,94.35
Ie9cACQnqew_seg022,3.0,-34.79,39.76,0.0577999986708164,32.74,1502.9200439453125,72.64,27.36,240.74,0.0205,0.0951,0.01024,4e-05,0.01817,1e-05,28.0,sad,3.6,0.0,3.6,14.3,32.1,46.4,0.0,happy,0.243,0.133,0.405,0.052,0.231,0.244,0.106,0.408,0.534,0.393,0.356,0.692,0.256,0.21,0.808,0.483,0.308,0.534,0.376,0.405,0.356,0.01961,0.0404,0.39197,773.0,828.0,93.4,65.22
Ie9cACQnqew_seg023,4.0,-30.27,29.25,0.0706000030040741,22.67,1436.77001953125,83.08,16.92,252.56,0.0181,0.0911,0.00866,4e-05,0.01849,0.0,30.0,sad,0.0,0.0,10.0,20.0,20.0,50.0,0.0,happy,0.222,0.096,0.337,0.078,0.275,0.426,0.093,0.472,0.551,0.227,0.291,0.459,0.21,0.17,0.509,0.531,0.185,0.551,0.318,0.337,0.291,0.03347,0.0864,0.31156,815.0,896.0,91.0,82.03
Ie9cACQnqew_seg024,4.0,-31.51,29.38,0.0706999972462654,25.31,1479.949951171875,79.23,20.77,251.7,0.0201,0.0976,0.00922,4e-05,0.01909,1e-05,27.0,neutral,0.0,0.0,11.1,3.7,48.1,37.0,0.0,surprised,0.251,0.146,0.265,0.081,0.007,0.047,0.079,0.205,0.07,0.045,0.233,0.46,0.153,0.255,0.623,0.375,0.197,0.07,0.397,0.265,0.233,0.02366,0.04212,0.33499,730.0,797.0,91.6,77.07
Ie9cACQnqew_seg025,3.0,-33.12,34.95,0.0654999986290931,29.77,1327.7900390625,76.21,23.79,220.95,0.0206,0.0956,0.01016,3e-05,0.01871,1e-05,31.0,sad,6.5,0.0,9.7,16.1,29.0,38.7,0.0,happy,0.27,0.136,0.313,0.085,0.175,0.212,0.086,0.255,0.609,0.216,0.361,0.408,0.152,0.188,0.51,0.544,0.236,0.609,0.406,0.313,0.361,0.0304,0.06769,0.33884,773.0,930.0,83.1,88.71
Ie9cACQnqew_seg026,3.0,-32.59,34.41,0.0668999999761581,28.88,1439.6800537109375,77.96,22.04,228.05,0.0195,0.0917,0.00926,3e-05,0.01605,1e-05,29.0,sad,3.4,0.0,10.3,17.2,24.1,44.8,0.0,happy,0.24,0.212,0.342,0.075,0.079,0.043,0.058,0.294,0.491,0.25,0.315,0.493,0.172,0.127,0.6,0.448,0.262,0.491,0.452,0.342,0.315,0.01007,0.01103,0.39228,802.0,847.0,94.7,65.45
iG9CE55wbtY_seg000,4.0,-27.96,26.98,0.0592000000178813,5.09,1707.52001953125,80.15,19.85,127.3,0.0281,0.1101,0.00425,1e-05,0.01831,4e-05,32.0,angry,37.5,0.0,21.9,9.4,0.0,31.2,0.0,surprised,0.113,0.119,0.204,0.063,0.126,0.142,0.046,0.347,0.129,0.088,0.138,0.691,0.091,0.098,0.222,0.495,0.136,0.129,0.231,0.204,0.138,0.00621,0.00523,0.28438,198.0,943.0,21.0,141.18
iG9CE55wbtY_seg001,4.0,-26.64,18.98,0.0662999972701072,9.44,1763.2900390625,83.84,16.16,141.95,0.0323,0.1273,0.00594,1e-05,0.02262,4e-05,36.0,angry,44.4,0.0,30.6,2.8,0.0,22.2,0.0,surprised,0.143,0.056,0.135,0.068,0.142,0.12,0.038,0.599,0.117,0.121,0.123,0.576,0.069,0.109,0.234,0.716,0.155,0.117,0.199,0.135,0.123,0.00381,0.00794,0.1992,578.0,1058.0,54.6,151.32
iG9CE55wbtY_seg002,3.0,-26.46,23.27,0.0672999992966651,4.13,1680.1600341796875,82.53,17.47,141.27,0.0315,0.1148,0.00377,1e-05,0.0299,6e-05,32.0,sad,40.6,0.0,3.1,0.0,12.5,43.8,0.0,surprised,0.537,0.164,0.415,0.057,0.403,0.169,0.051,1.017,0.28,0.548,0.223,0.79,0.194,0.493,0.418,0.548,0.113,0.28,0.701,0.415,0.223,,,,,,,209.63
iG9CE55wbtY_seg003,3.0,-27.98,27.05,0.062399998307228,14.4,1724.969970703125,79.11,20.89,144.85,0.0329,0.1052,0.00356,1e-05,0.03292,5e-05,33.0,angry,48.5,0.0,6.1,6.1,3.0,36.4,0.0,surprised,0.248,0.158,0.392,0.109,0.372,0.157,0.076,0.989,0.219,0.345,0.156,0.925,0.133,0.311,0.401,0.418,0.116,0.219,0.407,0.392,0.156,,,,,,,173.3
iG9CE55wbtY_seg004,3.0,-27.53,23.28,0.0626000016927719,11.3,1757.3900146484375,85.59,14.41,141.39,0.0321,0.1127,0.00437,1e-05,0.02916,7e-05,31.0,angry,41.9,0.0,3.2,12.9,9.7,32.3,0.0,angry,0.197,0.104,0.31,0.06,0.665,0.164,0.096,1.201,0.273,0.428,0.18,0.893,0.09,0.152,0.445,0.503,0.204,0.273,0.301,0.31,0.18,0.01452,0.04078,0.49515,9.0,912.0,1.0,181.52
iG9CE55wbtY_seg005,4.0,-25.14,12.54,0.0693999975919723,2.99,1846.8399658203125,88.12,11.88,135.84,0.0314,0.113,0.00454,1e-05,0.02675,5e-05,32.0,angry,43.8,0.0,15.6,28.1,3.1,9.4,0.0,angry,0.247,0.106,0.482,0.082,0.574,0.239,0.059,0.897,0.352,0.331,0.2,0.664,0.136,0.258,0.442,0.457,0.146,0.352,0.353,0.482,0.2,,,,,,,119.81
